iter	Passed	Remaining
458	7845	9246
459	7859	9226
460	7873	9206
461	7887	9184
462	7901	9164
463	7915	9144
464	7930	9123
465	7944	9103
466	7959	9084
467	7973	9063
468	7986	9041
469	8000	9021
470	8014	9001
471	8028	8980
472	8042	8961
473	8059	8943
474	8075	8925
475	8094	8910
476	8112	8894
477	8132	8881
478	8225	8946
479	8243	8930
480	8269	8922
481	8289	8908
482	8307	8892
483	8332	8882
484	8352	8868
485	8374	8856
486	8393	8841
487	8406	8820
488	8420	8799
489	8434	8779
490	8453	8763
491	8466	8741
492	8482	8723
493	8497	8703
494	8512	8684
495	8535	8672
496	8552	8656
497	8568	8637
498	8586	8620
499	8657	8657
500	8710	8675
501	8729	8659
502	8748	8644
503	8765	8626
504	8787	8613
505	8804	8595
506	8820	8576
507	8838	8560
508	8856	8543
509	8873	8525
510	8896	8513
511	8920	8501
512	8939	8486
513	8961	8472
514	8981	8458
515	9003	8445
516	9020	8426
517	9036	8408
518	9051	8388
519	9067	8370
520	9087	8354
521	9102	8335
522	9117	8315
523	9133	8296
524	9147	8275
525	9160	8255
526	9175	8234
527	9190	8215
528	9205	8196
529	9226	8181
530	9250	8170
531	9270	8155
532	9285	8135
533	9299	8115
534	9316	8097
535	9332	8078
536	9351	8062
537	9369	8045
538	9389	8030
539	9407	8014
540	9428	7999
541	9455	7990
542	9478	7977
543	9499	7962
544	9518	7946
545	9539	7932
546	9678	8015
547	9722	8019
548	9741	8002
549	9757	7983
550	9774	7964
551	9793	7948
552	9809	7929
553	9827	7911
554	9848	7896
555	9865	7878
556	9879	7857
557	9894	7837
558	9914	7822
559	9931	7803
560	9947	7784
561	9962	7764
562	9976	7743
563	9992	7724
564	10008	7705
565	10025	7687
566	10041	7668
567	10061	7652
568	10085	7639
569	10103	7622
570	10121	7604
571	10142	7588
572	10162	7573
573	10191	7563
574	10217	7551
575	10239	7537
576	10276	7533
577	10306	7524
578	10328	7509
579	10349	7494
580	10366	7475
581	10381	7456
582	10396	7436
583	10412	7416
584	10431	7400
585	10452	7384
586	10473	7369
587	10491	7351
588	10506	7331
589	10521	7311
590	10537	7292
591	10561	7278
592	10580	7261
593	10598	7243
594	10614	7224
595	10631	7206
596	10647	7187
597	10664	7169
598	10680	7150
599	10695	7130
600	10709	7109
601	10721	7088
602	10735	7067
603	10749	7047
604	10763	7027
605	10778	7007
606	10793	6988
607	10806	6967
608	10820	6946
609	10834	6926
610	10848	6906
611	10862	6886
612	10876	6866
613	10889	6845
614	10902	6825
615	10916	6805
616	10931	6785
617	10945	6765
618	10959	6745
619	10973	6725
620	10987	6705
621	11002	6686
622	11016	6666
623	11032	6647
624	11047	6628
625	11063	6609
626	11079	6591
627	11095	6572
628	11158	6581
629	11181	6567
630	11195	6546
631	11208	6526
632	11222	6506
633	11234	6485
634	11248	6465
635	11261	6445
636	11274	6425
637	11287	6404
638	11299	6383
639	11314	6364
640	11328	6344
641	11342	6325
642	11356	6305
643	11370	6285
644	11383	6265
645	11398	6246
646	11413	6227
647	11428	6207
648	11442	6188
649	11456	6168
650	11469	6149
651	11482	6128
652	11496	6109
653	11511	6089
654	11524	6070
655	11539	6051
656	11553	6031
657	11566	6011
658	11580	5992
659	11594	5972
660	11609	5954
661	11624	5935
662	11640	5916
663	11655	5898
664	11671	5879
665	11688	5861
666	11706	5844
667	11723	5826
668	11740	5808
669	11756	5790
670	11771	5771
671	11787	5753
672	11803	5734
673	11817	5715
674	11832	5696
675	11846	5678
676	11861	5659
677	11875	5639
678	11889	5620
679	11904	5602
680	11919	5583
681	11937	5566
682	11953	5547
683	11969	5529
684	11986	5512
685	12006	5495
686	12023	5478
687	12041	5460
688	12056	5442
689	12070	5423
690	12084	5404
691	12099	5385
692	12113	5366
693	12127	5347
694	12142	5328
695	12158	5310
696	12173	5291
697	12189	5273
698	12203	5255
699	12218	5236
700	12232	5217
701	12248	5199
702	12263	5180
703	12277	5162
704	12291	5143
705	12306	5124
706	12322	5106
707	12340	5089
708	12417	5096
709	12436	5079
710	12455	5062
711	12475	5046
712	12499	5031
713	12516	5013
714	12533	4995
715	12550	4978
716	12569	4961
717	12599	4948
718	12618	4931
719	12640	4915
720	12657	4897
721	12685	4884
722	12702	4866
723	12717	4848
724	12732	4829
725	12746	4810
726	12762	4792
727	12775	4773
728	12790	4754
729	12805	4736
730	12820	4717
731	12836	4699
732	12851	4681
733	12866	4662
734	12882	4644
735	12898	4626
736	12914	4608
737	12929	4590
738	12944	4571
739	12961	4553
740	12977	4535
741	12991	4517
742	13006	4499
743	13021	4480
744	13036	4462
745	13051	4443
746	13067	4425
747	13083	4407
748	13097	4389
749	13111	4370
750	13126	4352
751	13139	4333
752	13155	4315
753	13176	4298
754	13194	4281
755	13213	4264
756	13231	4247
757	13249	4229
758	13263	4211
759	13280	4193
760	13297	4176
761	13313	4158
762	13330	4140
763	13346	4122
764	13361	4104
765	13376	4086
766	13391	4068
767	13408	4050
768	13424	4032
769	13441	4015
770	13456	3996
771	13473	3979
772	13489	3961
773	13507	3944
774	13525	3926
775	13544	3909
776	13561	3892
777	13577	3874
778	13592	3856
779	13607	3838
780	13622	3819
781	13637	3801
782	13651	3783
783	13666	3765
784	13680	3746
785	13696	3728
786	13712	3711
787	13728	3693
788	13744	3675
789	13759	3657
790	13775	3639
791	13790	3621
792	13804	3603
793	13817	3584
794	13831	3566
795	13845	3548
796	13860	3530
797	13877	3512
798	13893	3495
799	13911	3477
800	13929	3460
801	13945	3442
802	13959	3424
803	13974	3406
804	13990	3388
805	14005	3371
806	14019	3352
807	14032	3334
808	14046	3316
809	14060	3298
810	14075	3280
811	14090	3262
812	14105	3244
813	14119	3226
814	14134	3208
815	14148	3190
816	14162	3172
817	14177	3154
818	14191	3136
819	14206	3118
820	14220	3100
821	14236	3082
822	14251	3064
823	14264	3046
824	14278	3028
825	14293	3011
826	14308	2993
827	14321	2974
828	14335	2956
829	14348	2938
830	14391	2926
831	14405	2908
832	14420	2891
833	14436	2873
834	14451	2855
835	14465	2837
836	14479	2819
837	14493	2801
838	14507	2783
839	14520	2765
840	14534	2747
841	14547	2729
842	14560	2711
843	14574	2693
844	14587	2675
845	14601	2657
846	14616	2640
847	14629	2622
848	14644	2604
849	14663	2587
850	14689	2571
851	14711	2555
852	14734	2539
853	14757	2522
854	14780	2506
855	14802	2490
856	14822	2473
857	14836	2455
858	14849	2437
859	14864	2419
860	14877	2401
861	14892	2384
862	14906	2366
863	14921	2348
864	14935	2331
865	14951	2313
866	14966	2295
867	14981	2278
868	14996	2260
869	15014	2243
870	15031	2226
871	15048	2208
872	15063	2191
873	15077	2173
874	15093	2156
875	15107	2138
876	15122	2120
877	15136	2103
878	15149	2085
879	15164	2067
880	15177	2050
881	15191	2032
882	15207	2015
883	15221	1997
884	15236	1979
885	15249	1962
886	15264	1944
887	15277	1926
888	15291	1909
889	15305	1891
890	15321	1874
891	15337	1856
892	15353	1839
893	15368	1822
894	15382	1804
895	15396	1787
896	15413	1769
897	15428	1752
898	15443	1735
899	15459	1717
900	15477	1700
901	15495	1683
902	15511	1666
903	15526	1648
904	15539	1631
905	15553	1613
906	15567	1596
907	15591	1579
908	15701	1571
909	15733	1556
910	15761	1539
911	15776	1522
912	15791	1504
913	15805	1487
914	15819	1469
915	15835	1452
916	15850	1434
917	15866	1417
918	15882	1399
919	15896	1382
920	15910	1364
921	15924	1347
922	15936	1329
923	15950	1311
924	15963	1294
925	15977	1276
926	15990	1259
927	16129	1251
928	16150	1234
929	16164	1216
930	16178	1199
931	16192	1181
932	16206	1163
933	16219	1146
934	16232	1128
935	16245	1110
936	16259	1093
937	16273	1075
938	16286	1058
939	16300	1040
940	16314	1022
941	16329	1005
942	16342	987
943	16357	970
944	16371	952
945	16384	935
946	16399	917
947	16413	900
948	16428	882
949	16442	865
950	16456	847
951	16470	830
952	16484	812
953	16499	795
954	16513	778
955	16530	760
956	16544	743
957	16560	726
958	16575	708
959	16592	691
960	16610	674
961	16628	656
962	16648	639
963	16667	622
964	16687	605
965	16702	587
966	16722	570
967	16741	553
968	16757	536
969	16776	518
970	16795	501
971	16813	484
972	16829	467
973	16844	449
974	16860	432
975	16877	415
976	16891	397
977	16909	380
978	16925	363
979	16939	345
980	16954	328
981	16970	311
982	16985	293
983	17001	276
984	17015	259
985	17030	241
986	17044	224
987	17057	207
988	17070	189
989	17089	172
990	17105	155
991	17119	138
992	17134	120
993	17146	103
994	17161	86
995	17174	68
996	17193	51
997	17210	34
998	17229	17
999	17250	0
